study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title
PRJEB4352	SAMEA2623954	ERS494666	ERX1796829	ERR1726629	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	221128714	42871109859	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_CHDIOSF_6_C1JJBACXX.IND16	run_AHX_CHDIOSF_6_C1JJBACXX.IND16	19988144050;20132953035	944b4ab9f4c444d2a3990e83af8fccb5;f56f5fbd5d474aef3ce928b02f395b2f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726629/ERR1726629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726629/ERR1726629_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CHDIOSF_6_1_C1JJBACXX.IND16_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CHDIOSF_6_2_C1JJBACXX.IND16_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CHDIOSF_6_1_C1JJBACXX.IND16_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CHDIOSF_6_2_C1JJBACXX.IND16_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726629	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726629		TARA_N000002775	TARA_20120320T0851Z_152_Combined-EVENTS_CAST_MB_X_(25 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002775
PRJEB4352	SAMEA2657061	ERS490294	ERX1796715	ERR1726630	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	67748127	13517341753	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AMBIOSF_8_C7T36ACXX.IND6	run_AHX_AMBIOSF_8_C7T36ACXX.IND6	4256863583;4246905312	404021d30ecb7718cfc9c8d5b7a5688b;1ccd81b2f73eee61f746c297c1c3b654	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726630/ERR1726630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726630/ERR1726630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AMBIOSF_8_1_C7T36ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AMBIOSF_8_2_C7T36ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AMBIOSF_8_1_C7T36ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AMBIOSF_8_2_C7T36ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726630	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726630		TARA_N000000711	TARA_20100914T1256Z_068_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000711
PRJEB4352	SAMEA2622159	ERS491923	ERX1796709	ERR1726631	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	174591971	33992665055	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AQQIOSF_4_C08L1ACXX.IND2	run_AHX_AQQIOSF_4_C08L1ACXX.IND2	15248102356;14336219645	ab308d90e7218f5d5d9e7bb179b98c6c;1570d363616f73e84bf94bc43852bc83	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726631/ERR1726631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726631/ERR1726631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQQIOSF_4_1_C08L1ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQQIOSF_4_2_C08L1ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQQIOSF_4_1_C08L1ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQQIOSF_4_2_C08L1ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726631	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726631		TARA_N000001643	TARA_20110416T1306Z_100_Combined-EVENTS_CAST_MB_M_(177 m)_PROT_NUC-DNA(100L)_W3->_TARA_N000001643
PRJEB4352	SAMEA2732696	ERS491417	ERX1796679	ERR1726632	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	225545524	44177683739	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_BQGIOSF_2_D14D6ACXX.IND4	run_AHX_BQGIOSF_2_D14D6ACXX.IND4	19277454272;19580538094	4c36321a565b8d91dc27cbd250de630f;27c962690b9c0d3de74738896b277bd4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726632/ERR1726632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726632/ERR1726632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BQGIOSF_2_1_D14D6ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BQGIOSF_2_2_D14D6ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BQGIOSF_2_1_D14D6ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BQGIOSF_2_2_D14D6ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726632	ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726632		TARA_N000001301	TARA_20110226T1440Z_092_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000001301
PRJEB4352	SAMEA2620267	ERS489142	ERX1796640	ERR1726633	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	44518949	8844555174	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AIPIOSF_1_C7RY5ACXX.IND6	run_AHX_AIPIOSF_1_C7RY5ACXX.IND6	2838542819;2823297526	3b58eece13ba5b8f01e50e9c5bce67f7;24f6c15bb57684a2840faff1b8304d4a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726633/ERR1726633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726633/ERR1726633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AIPIOSF_1_1_C7RY5ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AIPIOSF_1_2_C7RY5ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AIPIOSF_1_1_C7RY5ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AIPIOSF_1_2_C7RY5ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726633	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726633		TARA_N000000086	TARA_20100404T0950Z_042_EVENT_PUMP_P_D_(80 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000086
PRJEB4352	SAMEA2622104	ERS491843	ERX1796869	ERR1726634	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	147105087	28842243898	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AQHIOSF_5_C06YRACXX.IND7	run_AHX_AQHIOSF_5_C06YRACXX.IND7	12116351398;12170682805	dd040cd736dec90dd05aa8a5f15d607a;5d7a9246c00df9b111de7ec08ce9bc56	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726634/ERR1726634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726634/ERR1726634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQHIOSF_5_1_C06YRACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQHIOSF_5_2_C06YRACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQHIOSF_5_1_C06YRACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQHIOSF_5_2_C06YRACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/004/ERR1726634	ftp.sra.ebi.ac.uk/vol1/err/ERR172/004/ERR1726634		TARA_N000001604	TARA_20110415T1245Z_100_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001604
PRJEB4352	SAMEA2731859	ERS494612	ERX1796684	ERR1726635	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	180715497	35685504744	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_CGEIOSF_4_D25ULACXX.IND17	run_AHX_CGEIOSF_4_D25ULACXX.IND17	15331006075;15296510239	a0b8b7615e3e32800e40a376b716b083;dcf460fb5a6083388dc000051067a691	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726635/ERR1726635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726635/ERR1726635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CGEIOSF_4_1_D25ULACXX.IND17_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CGEIOSF_4_2_D25ULACXX.IND17_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CGEIOSF_4_1_D25ULACXX.IND17_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CGEIOSF_4_2_D25ULACXX.IND17_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726635	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726635		TARA_N000002781	TARA_20120319T1120Z_152_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000002781
PRJEB4352	SAMEA2732299	ERS490768	ERX1796705	ERR1726636	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	193144857	37600584067	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_CGIIOSF_4_D2GCPACXX.IND17	run_AHX_CGIIOSF_4_D2GCPACXX.IND17	16734716372;16993471400	af7a89140c38c340cf72cece5c6cb134;cdcd13098450d93c3887bdd92d9872ed	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726636/ERR1726636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726636/ERR1726636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CGIIOSF_4_1_D2GCPACXX.IND17_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CGIIOSF_4_2_D2GCPACXX.IND17_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CGIIOSF_4_1_D2GCPACXX.IND17_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CGIIOSF_4_2_D2GCPACXX.IND17_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/006/ERR1726636	ftp.sra.ebi.ac.uk/vol1/err/ERR172/006/ERR1726636		TARA_N000001499	TARA_20101129T1430Z_080_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001499
PRJEB4352	SAMEA2732267	ERS493188	ERX1796577	ERR1726637	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	197112100	38398913479	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_BSHIOSF_1_C1J2KACXX.IND13	run_AHX_BSHIOSF_1_C1J2KACXX.IND13	16475948723;16378426305	9361d86b0326f4f3a2f4685b6d5a688b;7464dcb6cd5739f0da8d78de25925809	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726637/ERR1726637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726637/ERR1726637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BSHIOSF_1_1_C1J2KACXX.IND13_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BSHIOSF_1_2_C1J2KACXX.IND13_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BSHIOSF_1_1_C1J2KACXX.IND13_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BSHIOSF_1_2_C1J2KACXX.IND13_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726637	ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726637		TARA_N000002316	TARA_20110911T1956Z_129_EVENT_NET_N1_D_(80 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002316
PRJEB4352	SAMEA2730657	ERS494045	ERX1796543	ERR1726638	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	185692569	36644341427	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_CBHIOSF_2_D1NDMACXX.IND5	run_AHX_CBHIOSF_2_D1NDMACXX.IND5	15582048036;15516092178	c05b3d6fed93e009714a0c6840ba9b43;a0d2f62b92a758720a711050bb57cdd0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726638/ERR1726638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726638/ERR1726638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CBHIOSF_2_1_D1NDMACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CBHIOSF_2_2_D1NDMACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CBHIOSF_2_1_D1NDMACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CBHIOSF_2_2_D1NDMACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/008/ERR1726638	ftp.sra.ebi.ac.uk/vol1/err/ERR172/008/ERR1726638		TARA_N000003141	TARA_20120116T1425Z_143_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000003141
PRJEB4352	SAMEA2657086	ERS491854	ERX1796883	ERR1726639	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	29719899	5901355880	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AQFIOSF_8_C2AVHACXX.IND5	run_AHX_AQFIOSF_8_C2AVHACXX.IND5	2435603155;2444661453	3e9ea9f1ef3f68670a7f1c64548670c5;25ba25a6dbec270e3019b7552b35b378	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726639/ERR1726639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726639/ERR1726639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQFIOSF_8_1_C2AVHACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQFIOSF_8_2_C2AVHACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQFIOSF_8_1_C2AVHACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_AQFIOSF_8_2_C2AVHACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726639	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726639		TARA_N000001616	TARA_20110415T1327Z_100_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001616
PRJEB4352	SAMEA2732139	ERS493241	ERX1796516	ERR1726640	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	29986584	5842746887	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_BGFIOSF_6_D2CBEACXX.IND9	run_AHX_BGFIOSF_6_D2CBEACXX.IND9	2588103910;2607706768	55df0465d304b27cebf1ca8548005e41;3855ff4965056d61ee97e0b38f80c12b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726640/ERR1726640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726640/ERR1726640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BGFIOSF_6_1_D2CBEACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BGFIOSF_6_2_D2CBEACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BGFIOSF_6_1_D2CBEACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BGFIOSF_6_2_D2CBEACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726640	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726640		TARA_N000002356	TARA_20110930T0333Z_131_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000002356
PRJEB4352	SAMEA2732990	ERS493568	ERX1796927	ERR1726641	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	127268652	25255498783	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_BGNIOSF_8_C0RBPACXX.IND7	run_AHX_BGNIOSF_8_C0RBPACXX.IND7	10509795779;10361213768	b0676168927e361067ffc294a25b2232;07249e89e7c35872275a3f6f8e4032e6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726641/ERR1726641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726641/ERR1726641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BGNIOSF_8_1_C0RBPACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BGNIOSF_8_2_C0RBPACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BGNIOSF_8_1_C0RBPACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BGNIOSF_8_2_C0RBPACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726641	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726641		TARA_N000002195	TARA_20111024T0034Z_135_EVENT_NET_N1+N2_D_(30 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002195
PRJEB4352	SAMEA2656955	ERS488262	ERX1796593	ERR1726642	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	34600268	6839165263	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ACXIOSF_6_C2FGHACXX.IND4	run_AHX_ACXIOSF_6_C2FGHACXX.IND4	2944301116;2973095913	10c19826e46d8cd9a922a6290076fd36;6debe89b13384db528e6b63b3ff45813	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726642/ERR1726642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726642/ERR1726642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_ACXIOSF_6_1_C2FGHACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_ACXIOSF_6_2_C2FGHACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_ACXIOSF_6_1_C2FGHACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_ACXIOSF_6_2_C2FGHACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726642	ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726642		TARA_X000001338	TARA_20091004T1530Z_011_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_X000001338
PRJEB4352	SAMEA2622824	ERS492895	ERX1796658	ERR1726643	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	150921549	28740927617	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_BBXIOSF_8_C0BVTACXX.IND2	run_AHX_BBXIOSF_8_C0BVTACXX.IND2	12888233595;12935689474	3f3103562e50336e8e0b252e7ac31b71;e73a27d0f50e39e9656ca9e13926fbf8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726643/ERR1726643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726643/ERR1726643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BBXIOSF_8_1_C0BVTACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BBXIOSF_8_2_C0BVTACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BBXIOSF_8_1_C0BVTACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BBXIOSF_8_2_C0BVTACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726643	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726643		TARA_N000002017	TARA_20110808T1733Z_125_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002017
PRJEB4352	SAMEA2730470	ERS489158	ERX1796806	ERR1726644	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	211232104	41339946760	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_BFCIOSF_8_C0UVLACXX.IND6	run_AHX_BFCIOSF_8_C0UVLACXX.IND6	18846583573;18911473451	54cbbfa6673ca2dc47ebaa51b9c51052;da532bb695db74ba4ad7a02e42c1bbac	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726644/ERR1726644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726644/ERR1726644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BFCIOSF_8_1_C0UVLACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BFCIOSF_8_2_C0UVLACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BFCIOSF_8_1_C0UVLACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_BFCIOSF_8_2_C0UVLACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/004/ERR1726644	ftp.sra.ebi.ac.uk/vol1/err/ERR172/004/ERR1726644		TARA_N000000295	TARA_20100405T0957Z_043_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000295
PRJEB4352	SAMEA2621768	ERS491394	ERX1796747	ERR1726645	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	136726748	26861213804	Illumina HiSeq 2000 paired end sequencing; environmental samples	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_CBLIOSF_7_D14RHACXX.IND7	run_AHX_CBLIOSF_7_D14RHACXX.IND7	11117527775;11189447905	81d3d1d80c8f809ef1d969ffa0ef2680;c8d985417b1f7cb6726776e8ffe1b1e0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726645/ERR1726645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726645/ERR1726645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CBLIOSF_7_1_D14RHACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CBLIOSF_7_2_D14RHACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CBLIOSF_7_1_D14RHACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA763/ERA763626/fastq/AHX_CBLIOSF_7_2_D14RHACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726645	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726645		TARA_N000001309	TARA_20110226T1201Z_092_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001309
